SSerial,Rsex,Rage,MeatEnv,MeatHlth,MeatWelf,livcost1,Country,MeatHab,REconAct,REarnD
351202.0,2,27.0,2,3,4,5,1,1,1,6
352390.0,1,65.0,2,2,2,4,1,1,0,0
350330.0,1,56.0,3,3,3,4,1,1,1,4
352432.0,2,53.0,4,2,2,5,1,1,1,6
350791.0,2,61.0,3,4,4,5,1,1,1,8
351029.0,2,25.0,3,3,4,5,1,1,0,0
351193.0,2,59.0,2,3,3,5,1,1,1,4
351552.0,1,72.0,2,3,3,5,1,1,0,0
350097.0,2,42.0,4,4,4,3,1,1,1,6
350575.0,2,51.0,2,5,3,5,1,1,1,6
352435.0,2,58.0,2,2,2,5,1,1,1,3
350730.0,2,88.0,4,3,4,5,1,1,0,0
351575.0,2,61.0,4,4,4,5,1,1,0,0
350758.0,1,81.0,3,3,3,4,1,1,0,0
350999.0,1,53.0,4,4,4,5,1,1,1,10
351097.0,2,49.0,2,2,2,5,1,1,1,5
350718.0,2,71.0,4,2,4,4,1,1,0,0
352483.0,1,78.0,3,4,4,4,1,1,0,0
352594.0,1,55.0,2,1,1,4,1,1,0,0
351956.0,1,57.0,1,4,4,5,1,1,1,1
351011.0,1,31.0,4,4,5,5,1,1,1,9
350205.0,1,73.0,2,2,2,2,1,1,0,0
352050.0,2,58.0,3,2,4,5,1,1,0,0
352834.0,2,45.0,5,5,5,5,1,1,1,8
350928.0,2,30.0,2,2,2,5,1,1,1,9
351281.0,2,64.0,3,3,3,2,1,1,0,0
350039.0,2,26.0,3,3,3,5,1,1,1,1
351252.0,2,63.0,4,4,3,4,1,1,0,0
351431.0,2,41.0,3,2,2,5,1,1,1,5
351732.0,2,51.0,3,3,3,3,1,1,0,0
350680.0,2,72.0,3,3,3,4,1,1,0,0
350022.0,1,49.0,5,3,5,5,1,0,1,5
351527.0,2,78.0,3,4,4,5,1,1,0,0
351298.0,1,49.0,4,2,4,5,1,1,1,10
350656.0,1,45.0,1,1,4,4,1,1,1,8
352721.0,1,79.0,2,4,4,5,1,1,0,0
352060.0,1,71.0,2,4,2,4,1,1,0,0
352676.0,1,32.0,1,1,1,5,1,1,1,6
351077.0,1,55.0,5,5,5,4,1,0,0,0
351088.0,2,50.0,5,5,5,5,1,1,1,3
352001.0,1,65.0,5,5,4,3,1,1,1,8
351962.0,1,64.0,1,1,1,4,1,1,0,0
351848.0,1,69.0,3,5,3,4,1,1,0,0
351878.0,2,72.0,2,5,4,5,1,1,0,0
352736.0,1,69.0,5,2,4,5,1,1,1,10
352542.0,2,51.0,4,4,2,5,1,1,1,7
352374.0,1,36.0,2,4,3,4,1,1,1,9
350777.0,1,54.0,4,4,4,4,1,1,1,10
351698.0,1,76.0,5,5,4,4,1,1,0,0
352211.0,1,66.0,3,4,3,4,1,1,0,0
350224.0,2,66.0,4,5,4,4,1,1,0,0
350442.0,2,38.0,5,5,5,5,1,0,1,0
351155.0,2,39.0,2,2,3,5,1,1,1,2
352665.0,1,42.0,2,3,3,5,1,1,1,10
352655.0,1,51.0,3,4,3,3,1,1,1,8
351061.0,1,72.0,4,3,3,4,1,1,1,0
351002.0,1,56.0,4,3,3,3,1,1,1,5
350645.0,2,74.0,3,4,2,4,1,1,0,0
350295.0,2,58.0,4,4,3,5,1,1,0,0
351270.0,2,42.0,3,2,3,5,1,1,1,2
350159.0,2,57.0,3,2,3,5,1,1,1,0
350505.0,2,52.0,4,3,3,5,1,0,1,7
350145.0,2,60.0,4,5,3,4,1,1,0,0
350436.0,2,38.0,3,3,3,4,1,0,1,9
350317.0,1,54.0,4,5,3,5,1,1,1,8
350201.0,2,36.0,5,5,4,5,1,1,0,0
351243.0,1,65.0,3,1,3,5,1,1,0,0
350955.0,2,71.0,4,4,4,5,1,1,0,0
351546.0,2,75.0,4,4,4,4,1,1,0,0
351882.0,2,63.0,3,4,3,4,1,1,1,10
350185.0,2,63.0,2,3,3,4,1,1,1,4
352415.0,1,80.0,4,3,2,5,1,1,0,0
351442.0,2,53.0,4,3,3,5,1,0,1,3
351416.0,1,63.0,4,4,4,5,1,1,0,0
352080.0,2,32.0,3,4,4,4,1,1,1,3
350765.0,1,63.0,4,4,3,4,1,1,0,0
350523.0,1,60.0,5,5,5,4,1,1,1,10
350580.0,2,67.0,1,1,1,5,1,1,0,0
352691.0,2,32.0,3,3,3,5,1,1,1,4
351892.0,2,59.0,4,4,4,5,1,0,1,10
350396.0,2,43.0,2,2,2,4,1,1,1,2
352160.0,2,64.0,1,2,2,2,1,1,0,0
351948.0,1,52.0,5,3,4,5,1,0,1,10
352477.0,2,71.0,3,2,2,5,1,1,0,0
350624.0,1,30.0,4,4,4,4,1,1,1,10
350429.0,1,76.0,5,4,0,5,1,1,0,0
352840.0,2,30.0,3,4,2,5,1,1,1,7
352053.0,1,50.0,5,2,4,5,1,1,1,5
352014.0,2,34.0,5,5,2,5,1,1,0,0
350686.0,1,70.0,4,5,5,5,1,1,0,0
351142.0,2,67.0,2,2,3,4,1,1,0,0
350514.0,1,21.0,2,2,3,5,1,1,1,6
350728.0,1,48.0,3,4,3,5,1,1,1,6
350623.0,1,68.0,4,2,2,5,1,1,1,7
352818.0,2,37.0,5,5,4,5,1,1,0,0
351307.0,2,47.0,3,4,3,5,1,1,1,0
352780.0,2,37.0,5,4,3,5,1,1,1,5
350653.0,2,47.0,3,3,3,5,1,1,1,9
351505.0,1,26.0,4,2,4,4,1,1,1,9
351597.0,2,50.0,3,4,2,4,1,1,0,0
351497.0,1,54.0,3,2,3,5,1,1,1,6
350008.0,2,33.0,2,4,3,5,1,1,1,9
351828.0,1,34.0,3,4,3,5,1,1,1,9
350786.0,1,45.0,2,2,4,5,1,1,0,0
351706.0,2,81.0,3,5,5,1,1,1,0,0
352393.0,1,74.0,2,2,2,4,1,1,0,0
351588.0,2,65.0,2,3,4,4,1,1,0,0
352446.0,2,76.0,4,4,4,4,1,1,0,0
351186.0,2,45.0,3,4,3,5,1,1,1,5
350192.0,1,31.0,3,4,3,5,1,1,1,4
352316.0,2,80.0,4,4,3,5,1,1,0,0
351165.0,2,70.0,4,4,4,5,1,1,0,0
351043.0,1,29.0,5,4,4,5,1,1,1,6
350942.0,1,28.0,5,3,3,4,1,1,1,7
350402.0,2,41.0,5,5,3,4,1,1,1,7
350247.0,2,46.0,5,5,5,5,1,0,1,0
352717.0,1,89.0,4,4,3,5,1,1,0,0
352692.0,1,49.0,5,4,2,5,1,1,1,6
350233.0,2,33.0,3,4,3,5,1,1,1,8
352628.0,1,77.0,2,3,3,5,1,1,0,0
350643.0,1,38.0,4,3,2,5,1,1,1,7
352382.0,2,21.0,3,3,3,5,1,1,0,0
350235.0,2,28.0,3,2,4,5,1,1,1,7
352131.0,1,46.0,2,2,2,5,1,1,1,3
352800.0,2,33.0,4,4,4,5,1,1,1,0
351463.0,2,35.0,3,3,3,5,1,1,0,0
351754.0,2,43.0,5,5,5,5,1,0,1,5
351367.0,2,49.0,5,4,3,5,1,1,1,2
350918.0,1,53.0,3,4,4,5,1,1,0,0
352814.0,2,54.0,4,4,4,5,1,1,0,0
350639.0,1,46.0,5,5,5,5,1,1,1,10
351641.0,1,51.0,5,5,5,5,1,1,1,10
351322.0,2,81.0,4,4,3,4,1,1,0,0
352292.0,2,67.0,3,4,4,4,1,1,1,5
352871.0,2,33.0,4,4,4,4,1,1,0,0
352785.0,2,62.0,3,3,3,5,1,1,0,0
352699.0,1,43.0,4,2,4,4,1,1,1,10
352040.0,1,65.0,3,3,3,5,1,1,0,0
350613.0,2,38.0,4,4,4,5,1,1,0,0
350229.0,1,39.0,3,4,3,5,1,0,0,0
351445.0,2,43.0,3,2,3,5,3,1,1,3
352389.0,2,62.0,1,1,3,4,3,1,0,0
350455.0,2,71.0,2,2,3,4,3,1,0,0
350151.0,1,28.0,3,3,2,5,3,1,0,0
351337.0,2,76.0,5,4,5,5,3,0,0,0
351691.0,1,69.0,5,4,3,4,3,1,0,0
350117.0,1,43.0,3,2,5,5,3,1,1,4
351465.0,1,52.0,3,2,2,5,3,1,1,8
352724.0,1,31.0,5,3,4,5,3,1,1,3
350986.0,2,59.0,3,4,3,4,3,1,1,3
350570.0,2,68.0,2,4,5,5,3,1,0,0
350132.0,2,45.0,4,4,4,5,3,0,1,5
351905.0,2,64.0,4,4,3,5,3,1,0,0
352290.0,2,19.0,2,4,4,5,3,1,1,2
352325.0,1,48.0,2,4,2,5,3,1,1,6
351978.0,2,50.0,2,4,2,5,3,1,1,2
352281.0,2,80.0,2,3,4,5,3,1,0,0
351579.0,1,57.0,3,4,2,5,1,1,1,4
351518.0,2,60.0,3,2,2,5,1,1,0,0
350284.0,2,78.0,2,5,2,5,1,1,0,0
351357.0,2,69.0,3,2,2,5,1,1,0,0
350044.0,2,77.0,3,2,2,4,1,1,0,0
351364.0,1,54.0,4,3,2,5,1,1,1,5
352305.0,1,53.0,4,3,2,5,1,1,1,10
351879.0,1,44.0,3,4,2,5,1,1,1,9
351929.0,2,32.0,3,2,3,4,1,1,1,9
351246.0,1,46.0,2,2,2,5,1,1,1,10
350944.0,1,85.0,3,4,4,5,1,0,0,0
352464.0,2,57.0,2,3,3,5,1,1,0,0
351258.0,1,67.0,3,3,3,4,1,1,0,0
352304.0,2,83.0,3,3,3,5,1,1,0,0
352418.0,1,22.0,1,1,2,4,1,1,1,0
352436.0,2,51.0,3,3,4,3,1,1,1,1
350327.0,2,63.0,2,2,2,4,1,1,0,0
351658.0,1,59.0,4,4,3,5,1,1,1,10
351044.0,2,84.0,2,2,3,5,1,1,0,0
351554.0,2,44.0,4,4,3,5,1,1,1,10
351606.0,1,65.0,4,4,4,4,1,1,0,0
352003.0,2,59.0,2,2,4,5,1,1,1,7
350638.0,1,66.0,2,2,2,5,1,1,0,0
351309.0,2,74.0,4,4,4,5,1,1,0,0
351669.0,1,43.0,1,2,3,5,1,1,1,7
352061.0,2,56.0,2,2,2,4,1,1,1,0
351084.0,2,67.0,2,5,2,5,1,1,1,3
352602.0,2,55.0,1,4,2,5,1,0,1,5
350462.0,1,43.0,2,2,2,5,1,1,1,9
352863.0,1,80.0,2,3,4,4,1,1,0,0
350626.0,2,61.0,4,5,3,3,1,1,1,5
350448.0,1,53.0,5,5,5,5,1,0,1,4
350866.0,2,78.0,3,3,3,5,1,1,0,0
351723.0,1,66.0,5,5,1,5,1,1,0,0
350214.0,1,50.0,3,3,3,5,1,1,0,0
352752.0,2,32.0,1,1,1,4,1,1,1,3
352545.0,2,71.0,2,2,2,5,1,1,0,0
351489.0,2,62.0,5,5,5,5,1,1,0,0
350873.0,2,70.0,2,5,4,5,1,1,1,3
350256.0,1,88.0,1,1,1,4,1,1,0,0
350210.0,2,47.0,5,5,4,5,1,1,0,0
351126.0,1,32.0,3,3,4,3,1,1,1,2
350915.0,2,62.0,3,3,4,5,1,1,0,0
351090.0,2,55.0,4,4,4,5,1,1,1,2
351385.0,1,59.0,2,2,2,5,1,1,0,0
352496.0,2,40.0,2,3,4,5,1,1,0,0
351156.0,2,28.0,2,2,4,4,1,1,0,0
351194.0,2,50.0,3,3,4,5,1,1,1,2
351204.0,1,37.0,2,4,2,5,1,1,1,1
352804.0,2,18.0,2,2,4,5,1,1,1,3
350572.0,2,55.0,3,2,4,5,1,1,0,0
351507.0,2,43.0,4,5,5,5,1,1,0,0
351342.0,2,41.0,3,2,4,5,1,1,0,0
350846.0,2,22.0,2,2,3,4,1,1,1,6
350664.0,2,36.0,3,3,4,5,1,1,0,0
350898.0,2,53.0,2,4,2,5,1,1,0,0
352250.0,1,56.0,4,5,4,4,1,1,0,0
351323.0,2,54.0,2,2,2,4,1,1,1,1
351967.0,1,25.0,4,3,4,5,1,1,0,0
352830.0,1,59.0,2,3,3,5,1,1,0,0
350091.0,2,40.0,2,3,4,4,1,1,1,7
352544.0,2,30.0,3,3,3,4,1,1,0,0
350060.0,1,47.0,2,2,3,5,1,1,1,3
351208.0,1,37.0,2,2,3,5,1,1,0,0
351790.0,2,65.0,4,4,4,5,1,0,0,0
352378.0,2,39.0,5,5,5,5,1,0,1,9
352865.0,1,86.0,1,1,1,5,1,1,0,0
352689.0,1,42.0,5,5,4,4,1,1,1,9
350583.0,1,46.0,3,4,2,5,1,1,1,9
352391.0,1,77.0,2,3,4,5,1,1,0,0
350102.0,2,71.0,2,3,2,4,1,1,0,0
350743.0,2,51.0,3,4,3,5,1,1,1,6
350894.0,1,74.0,3,4,4,1,1,1,0,0
350809.0,1,70.0,5,5,4,5,1,1,0,0
350070.0,2,56.0,2,2,2,5,1,1,1,7
350082.0,1,64.0,3,3,4,4,1,1,0,0
351890.0,2,84.0,3,2,4,5,1,1,0,0
350149.0,1,45.0,4,4,3,5,1,0,1,5
350578.0,1,20.0,3,4,5,5,1,0,1,3
352077.0,1,36.0,2,4,4,5,1,0,1,1
350861.0,2,30.0,4,4,4,5,1,0,0,0
351110.0,1,30.0,5,4,4,5,1,1,1,0
352809.0,2,25.0,2,2,2,5,1,1,1,1
350557.0,2,35.0,4,4,4,3,1,1,0,0
350996.0,2,49.0,5,5,5,5,1,0,0,0
352805.0,1,47.0,2,4,4,5,1,1,0,0
350887.0,1,19.0,3,4,3,4,1,1,0,0
352046.0,2,72.0,4,4,5,2,1,1,0,0
351957.0,2,21.0,2,2,4,5,1,1,0,0
352097.0,1,37.0,4,4,4,5,1,1,1,2
350451.0,2,58.0,3,3,3,5,1,1,1,0
351842.0,2,28.0,3,4,4,5,1,0,1,0
350382.0,2,38.0,3,4,4,5,1,1,1,4
351008.0,2,20.0,3,3,4,5,1,1,0,0
351180.0,2,27.0,2,2,2,5,1,1,1,6
351469.0,2,31.0,3,3,3,5,1,1,0,0
352209.0,2,69.0,3,3,3,5,1,1,0,0
350407.0,1,86.0,3,2,3,5,1,1,0,0
351188.0,2,31.0,3,3,3,5,1,1,0,0
350899.0,2,65.0,2,2,3,5,1,1,0,0
350679.0,2,66.0,3,3,4,5,1,1,0,0
350363.0,2,80.0,3,2,3,5,1,1,0,0
351528.0,1,37.0,5,3,4,5,1,1,1,0
350203.0,2,30.0,3,2,3,5,1,1,1,7
352829.0,2,33.0,2,3,3,5,1,1,0,0
352704.0,1,35.0,3,3,4,5,1,1,0,0
352312.0,2,75.0,3,3,3,5,1,1,0,0
351472.0,1,60.0,3,3,3,5,1,1,0,0
350263.0,1,82.0,3,2,3,5,1,1,0,0
350483.0,2,78.0,3,3,4,5,1,1,0,0
352461.0,2,54.0,2,4,2,5,1,1,1,4
352024.0,1,24.0,4,2,4,5,1,1,0,0
351535.0,1,73.0,2,4,4,5,1,1,0,0
350979.0,2,68.0,2,3,2,5,1,1,0,0
350836.0,2,27.0,2,2,3,5,1,1,0,0
352288.0,2,59.0,2,2,2,5,1,1,0,0
352081.0,1,68.0,3,3,4,5,1,1,0,0
352637.0,1,68.0,2,2,4,5,1,1,0,0
352743.0,2,58.0,3,2,4,5,1,1,1,2
352332.0,1,49.0,3,2,1,5,1,1,0,0
351435.0,2,43.0,2,2,2,5,1,1,1,4
350337.0,2,34.0,3,2,4,5,1,1,1,2
351623.0,1,21.0,2,2,3,5,1,1,0,0
352276.0,2,45.0,2,2,4,5,1,1,1,7
351086.0,1,59.0,3,2,5,4,1,1,1,9
351708.0,2,45.0,1,1,1,5,1,1,1,7
350095.0,1,54.0,2,4,4,5,1,1,1,3
352008.0,2,40.0,2,4,3,5,1,1,0,0
351725.0,1,25.0,2,2,4,5,1,1,1,7
350888.0,1,63.0,1,1,1,4,1,1,0,0
351682.0,2,67.0,4,2,2,4,1,1,0,0
351861.0,2,30.0,3,3,4,5,1,1,1,3
352745.0,2,27.0,2,2,4,5,1,1,1,8
351479.0,2,54.0,2,4,2,4,1,1,1,4
352348.0,2,45.0,3,2,2,5,1,1,1,3
350759.0,2,54.0,3,4,4,5,1,1,1,10
350101.0,1,20.0,2,2,4,5,1,1,1,5
352451.0,2,79.0,5,4,4,5,1,1,0,0
351216.0,1,53.0,3,4,4,5,1,1,0,0
350582.0,1,68.0,4,4,4,4,1,1,1,10
352096.0,2,43.0,5,5,4,3,1,1,1,7
350535.0,2,54.0,3,3,3,5,1,1,1,7
352793.0,2,76.0,4,5,3,4,1,0,0,0
350156.0,2,63.0,1,1,3,5,1,1,0,0
351857.0,2,86.0,2,3,2,5,1,1,0,0
350139.0,1,61.0,2,3,1,5,1,1,0,0
350975.0,2,65.0,5,5,5,5,1,1,0,0
352611.0,2,59.0,3,4,2,5,1,1,0,0
350636.0,2,36.0,2,4,4,4,1,1,1,2
352725.0,1,64.0,3,3,3,4,1,1,0,0
351181.0,1,71.0,3,3,3,4,1,1,0,0
351984.0,2,66.0,3,3,3,4,1,1,0,0
350585.0,2,70.0,3,3,3,4,1,1,0,0
352327.0,1,73.0,3,2,2,4,1,1,0,0
350035.0,1,45.0,3,3,3,4,1,1,0,0
351558.0,1,23.0,3,3,3,4,1,1,0,0
350977.0,1,53.0,3,3,3,4,1,1,1,10
350820.0,1,82.0,3,3,3,5,1,1,0,0
351343.0,2,57.0,3,2,2,4,1,1,1,7
350690.0,2,37.0,3,3,3,4,1,1,1,2
351403.0,2,46.0,3,2,4,5,1,1,0,0
351332.0,1,29.0,3,3,4,5,1,1,1,5
351714.0,2,32.0,2,2,2,5,1,1,1,2
351104.0,1,36.0,4,2,2,5,1,1,0,0
350147.0,2,47.0,2,3,4,5,1,1,1,4
350761.0,2,29.0,5,4,5,4,1,1,1,4
351823.0,2,21.0,3,3,5,5,1,1,1,5
352625.0,2,42.0,3,2,3,5,1,1,0,0
352607.0,1,63.0,2,2,2,3,1,1,0,0
351330.0,2,43.0,2,3,2,5,1,1,1,8
351041.0,2,59.0,2,2,3,5,1,1,0,0
350085.0,1,45.0,2,4,2,5,1,1,1,7
350938.0,2,78.0,4,5,4,5,1,1,0,0
351393.0,1,84.0,2,2,4,4,1,1,0,0
352533.0,2,82.0,3,4,3,5,1,1,0,0
350536.0,1,39.0,2,2,2,5,1,1,1,4
351175.0,1,65.0,2,3,4,5,1,1,0,0
350869.0,2,69.0,3,3,2,5,1,1,0,0
350430.0,2,83.0,3,3,3,4,1,1,0,0
352417.0,2,36.0,2,2,2,4,1,1,0,0
351646.0,2,35.0,3,3,3,5,1,1,1,3
352381.0,1,77.0,3,3,3,3,1,1,0,0
351664.0,1,68.0,2,2,2,5,1,1,0,0
351349.0,1,77.0,3,2,2,4,1,1,0,0
350734.0,2,46.0,4,4,4,5,1,1,1,2
352344.0,1,38.0,2,2,2,5,1,1,1,0
351907.0,2,88.0,2,3,2,4,1,1,0,0
352508.0,1,75.0,2,3,2,5,1,1,0,0
350010.0,2,56.0,2,2,3,5,1,1,1,4
351670.0,1,50.0,2,2,4,5,1,1,1,1
351683.0,1,25.0,3,3,4,5,1,1,0,0
350340.0,1,26.0,3,2,4,3,1,1,1,0
350199.0,2,62.0,1,1,1,5,1,1,0,0
352701.0,1,52.0,3,3,0,5,1,1,0,0
352491.0,1,74.0,5,5,5,3,1,0,0,0
352500.0,2,36.0,2,4,3,4,1,1,1,4
351273.0,1,26.0,4,4,5,4,1,1,1,7
352117.0,2,67.0,1,1,2,5,1,1,0,0
351987.0,1,31.0,5,4,5,4,1,0,1,10
352488.0,2,52.0,4,4,4,5,1,0,0,0
352603.0,1,27.0,5,4,4,3,1,1,0,0
351994.0,1,54.0,4,3,2,5,1,1,1,5
351769.0,2,23.0,5,5,5,4,1,0,0,0
350432.0,1,34.0,3,2,2,4,1,1,0,0
352767.0,1,23.0,4,5,5,3,1,1,0,0
351972.0,2,18.0,3,4,3,5,1,1,0,0
351569.0,2,47.0,3,3,3,2,1,1,0,0
350417.0,2,51.0,3,4,2,5,1,1,1,1
351981.0,1,57.0,2,3,3,3,1,1,0,0
350916.0,2,47.0,2,2,3,5,1,1,1,1
351015.0,2,41.0,2,2,4,5,1,1,1,6
350460.0,2,82.0,4,4,2,4,1,1,0,0
350268.0,2,81.0,4,3,4,4,1,1,0,0
352188.0,2,71.0,1,2,2,4,1,1,0,0
351210.0,2,79.0,3,2,2,4,1,1,0,0
351807.0,1,78.0,1,3,3,4,1,1,0,0
351942.0,1,83.0,2,3,2,3,1,1,0,0
350216.0,2,47.0,5,2,4,5,1,1,1,4
350155.0,2,48.0,4,4,3,5,1,1,1,9
351389.0,1,67.0,5,5,4,4,1,1,0,0
350810.0,1,83.0,4,3,4,4,1,1,0,0
350098.0,2,70.0,2,3,2,4,1,1,0,0
350568.0,1,81.0,3,4,3,5,1,1,0,0
350057.0,1,39.0,4,4,4,5,1,1,1,4
351102.0,1,62.0,1,4,4,3,1,1,0,0
351308.0,2,52.0,5,4,5,5,1,1,1,4
351136.0,1,77.0,2,3,2,5,1,1,0,0
350560.0,2,90.0,2,4,4,5,1,1,0,0
351662.0,1,25.0,2,2,4,4,1,1,1,5
351945.0,2,65.0,4,4,4,5,1,0,0,0
351990.0,2,60.0,1,1,1,5,1,1,1,8
351897.0,1,55.0,4,5,4,5,1,1,1,9
352671.0,2,61.0,3,4,4,5,1,1,1,10
350426.0,2,76.0,3,4,4,5,1,1,0,0
351920.0,2,63.0,4,4,4,5,1,1,0,0
350925.0,1,44.0,2,2,2,5,1,1,1,0
351305.0,1,42.0,2,4,4,5,1,0,1,7
351864.0,2,30.0,3,2,2,5,1,1,1,2
351539.0,2,43.0,4,4,4,5,1,1,1,1
351261.0,1,60.0,4,4,4,5,1,1,0,0
352666.0,2,46.0,2,1,2,5,1,1,1,4
350375.0,1,35.0,2,2,2,5,1,1,1,5
352079.0,1,40.0,1,4,1,3,1,1,1,10
350615.0,2,35.0,3,4,5,5,1,1,1,3
351809.0,2,44.0,5,5,5,5,1,1,1,2
351460.0,2,69.0,3,5,0,1,1,1,0,0
352010.0,2,46.0,2,4,3,5,1,1,1,7
350493.0,2,43.0,2,2,2,5,1,1,1,1
352801.0,1,63.0,4,4,2,4,1,1,0,0
351996.0,2,78.0,3,4,3,4,1,1,0,0
350270.0,1,58.0,3,5,4,5,1,1,1,2
351510.0,2,68.0,3,4,4,5,1,1,0,0
350500.0,2,65.0,4,2,2,5,1,1,0,0
351796.0,2,55.0,3,2,2,5,1,1,0,0
351158.0,1,47.0,4,4,3,4,1,1,1,10
351159.0,1,69.0,2,2,3,4,1,1,0,0
350893.0,2,46.0,2,2,5,5,1,1,1,10
350329.0,2,32.0,2,3,4,5,1,1,1,4
352568.0,1,42.0,2,2,3,5,1,1,0,0
351378.0,2,65.0,4,4,5,4,1,1,0,0
352468.0,2,51.0,2,4,2,5,1,1,1,1
350234.0,1,18.0,2,4,3,4,1,1,1,2
350381.0,2,34.0,2,3,3,5,1,1,1,6
352828.0,2,64.0,3,3,3,5,1,1,0,0
351436.0,2,48.0,3,4,4,5,1,1,1,3
352577.0,1,36.0,3,2,4,5,1,1,1,1
350272.0,2,42.0,3,3,4,5,1,1,1,1
352794.0,2,67.0,3,4,4,5,1,1,0,0
350440.0,2,42.0,3,4,5,5,1,1,1,1
350078.0,1,79.0,2,5,5,5,1,1,0,0
351784.0,2,42.0,3,3,3,5,1,1,0,0
352229.0,2,42.0,3,4,4,5,1,1,1,2
350845.0,1,25.0,2,3,3,5,1,1,1,1
351841.0,2,48.0,2,2,4,5,1,1,0,0
351563.0,2,24.0,2,2,2,5,1,1,0,0
351162.0,1,41.0,2,2,2,4,1,1,0,0
351824.0,1,20.0,3,2,2,5,1,1,0,0
352768.0,1,78.0,3,2,2,5,1,1,0,0
352167.0,2,92.0,3,4,4,5,1,0,0,0
352303.0,2,48.0,4,5,5,5,1,1,0,0
350662.0,2,52.0,3,4,4,5,1,0,1,6
351731.0,2,75.0,4,4,4,5,1,1,0,0
350966.0,2,44.0,2,1,2,5,1,1,1,7
351105.0,1,60.0,2,2,2,5,1,1,0,0
351183.0,1,73.0,3,2,2,5,1,1,0,0
351213.0,2,55.0,5,3,5,5,1,0,1,3
351609.0,1,74.0,3,3,2,5,1,1,0,0
351545.0,2,67.0,4,4,4,5,1,1,0,0
352125.0,2,40.0,2,4,2,5,1,1,0,0
350068.0,1,69.0,4,2,4,5,1,1,0,0
350176.0,1,48.0,2,4,4,5,1,1,1,6
352350.0,1,71.0,2,4,2,4,1,1,1,7
352134.0,2,57.0,3,4,4,5,1,1,1,7
352363.0,1,42.0,4,2,3,5,1,1,1,3
350029.0,1,58.0,4,2,2,5,1,1,0,0
351548.0,2,85.0,2,4,2,5,1,1,0,0
352168.0,1,67.0,5,2,2,5,1,1,0,0
350779.0,2,49.0,3,3,3,5,1,1,0,0
351383.0,2,28.0,4,3,5,5,1,1,1,4
350819.0,1,57.0,2,2,2,5,1,1,1,1
352570.0,2,19.0,3,2,3,5,1,1,1,1
350266.0,1,18.0,3,3,3,5,1,1,1,3
352085.0,1,49.0,2,2,2,5,1,1,0,0
350288.0,2,71.0,2,2,2,5,1,1,0,0
352643.0,1,70.0,2,3,4,5,1,1,0,0
350042.0,1,61.0,2,3,3,3,1,1,0,0
351985.0,2,45.0,2,2,4,5,1,1,1,5
351390.0,1,58.0,2,4,2,5,1,1,0,0
351262.0,2,70.0,2,2,4,5,1,1,0,0
351532.0,2,63.0,4,2,4,4,1,1,0,0
351727.0,1,46.0,3,3,5,5,1,1,1,1
350310.0,2,35.0,4,4,4,5,1,1,0,0
351414.0,1,60.0,5,1,5,3,1,1,0,0
352213.0,2,66.0,2,2,5,5,1,1,0,0
351119.0,2,53.0,3,4,4,3,1,1,1,5
350261.0,1,67.0,2,4,2,4,1,1,0,0
352266.0,2,31.0,4,4,4,5,1,1,0,0
350374.0,2,38.0,3,4,3,5,1,1,1,6
352543.0,2,64.0,1,4,4,5,1,1,0,0
352753.0,2,38.0,2,2,5,5,1,1,1,6
352538.0,1,79.0,4,4,4,5,1,1,0,0
350115.0,2,42.0,1,5,4,5,1,1,1,6
352247.0,1,76.0,4,3,4,4,1,1,0,0
352869.0,1,51.0,3,3,4,5,1,1,1,7
350540.0,1,38.0,3,2,4,3,1,1,1,10
352559.0,1,63.0,3,4,3,5,1,1,0,0
350405.0,2,31.0,3,4,4,5,1,1,1,4
351340.0,2,34.0,3,3,4,5,1,1,1,5
350113.0,2,36.0,3,3,3,5,1,1,1,1
351676.0,2,66.0,4,5,4,5,1,1,0,0
352335.0,1,40.0,1,1,1,3,1,1,1,7
352300.0,2,35.0,3,2,3,5,1,1,1,3
352163.0,2,66.0,2,3,4,5,1,1,0,0
351722.0,1,77.0,4,4,4,5,1,1,0,0
351300.0,1,63.0,4,4,5,4,1,1,1,5
351835.0,2,83.0,3,4,3,5,1,1,0,0
350537.0,2,27.0,4,2,5,4,1,1,1,4
350831.0,2,52.0,2,3,2,5,1,1,1,7
351112.0,2,66.0,2,2,2,4,1,1,0,0
351970.0,1,77.0,2,3,2,2,1,1,0,0
352501.0,1,85.0,4,5,4,5,1,1,0,0
350161.0,2,82.0,4,2,2,5,1,1,0,0
350990.0,2,51.0,4,4,4,5,1,1,1,0
351746.0,2,33.0,3,3,2,5,1,1,1,4
351853.0,1,72.0,3,2,4,5,1,1,0,0
351135.0,1,57.0,3,3,4,2,1,1,1,10
350674.0,2,84.0,3,3,4,4,1,1,0,0
350852.0,1,64.0,3,2,4,5,1,1,1,6
351699.0,1,89.0,4,3,3,5,1,1,0,0
352314.0,2,77.0,3,2,2,3,1,1,0,0
350563.0,2,68.0,2,2,3,5,1,1,1,2
350372.0,2,67.0,2,2,2,5,1,1,0,0
352177.0,1,51.0,1,1,1,5,1,1,1,7
352251.0,2,24.0,2,1,3,5,1,1,0,0
350058.0,2,41.0,3,4,4,5,1,1,1,3
351783.0,2,60.0,4,4,3,5,1,1,0,0
352470.0,2,80.0,3,3,3,5,1,1,0,0
351366.0,1,54.0,2,2,2,5,1,1,1,5
352354.0,1,69.0,4,3,2,5,1,1,0,0
